filename,rmse,nrmse_mean,nrmse_range
prediction bi-LSTM interpolacao-linear - treated bbr esmond data ma-rj 07-03-2023_longest_interval.csv.csv,44.99182777996486,0.0513226897811387,0.1485557444521466
prediction LSTM interpolacao-linear - treated bbr esmond data pr-pa 07-08-2023_longest_interval.csv.csv,16.139269427686987,0.0176483943049093,0.15995439000039
prediction bi-LSTM interpolacao-linear - treated bbr esmond data ro-se 07-04-2023_longest_interval.csv.csv,8.811572498643525,0.0096344830881777,0.1252851238414885
prediction LSTM interpolacao-linear - treated bbr esmond data go-se 07-03-2023_longest_interval.csv.csv,13.240368836601755,0.0144117619839533,0.11908669486282
nterpolacao-linear - treated bbr esmond data ce-ro 07-03-2023_longest_interval.csv.csv,14.97459984033846,0.016371861076183,0.1351750987250383
prediction LSTM interpolacprediction LSTM iao-linear - treated bbr esmond data rs-pe 07-07-2023_longest_interval.csv.csv,445.9922069207753,0.2392599277727795,0.1705256076167853
prediction GRU interpolacao-linear - treated bbr esmond data ma-rj 07-03-2023_longest_interval.csv.csv,45.49279783458017,0.051894152021535,0.1502098666135217
prediction GRU interpolacao-linear - treated bbr esmond data pb-es 07-08-2023_longest_interval.csv.csv,28.729013589291625,0.0315384828025522,0.1260247062495579
prediction bi-LSTM interpolacao-linear - treated bbr esmond data to-rs 07-07-2023_longest_interval.csv.csv,59.18373629013574,0.0673178712017048,0.1316283531132053
prediction LSTM interpolacao-linear - treated bbr esmond data rj-am 07-08-2023_longest_interval.csv.csv,43.62403281724605,0.0510549915394197,0.1328770587319844
prediction bi-LSTM interpolacao-linear - treated bbr esmond data to-ba 07-07-2023_longest_interval.csv.csv,28.2678040029342,0.0296782225369017,0.1703001841875062
prediction GRU interpolacao-linear - treated bbr esmond data se-es 07-07-2023_longest_interval.csv.csv,11.949742109569238,0.0130238374922164,0.1487735634499916
prediction GRU interpolacao-linear - treated bbr esmond data es-pr 07-03-2023_longest_interval.csv.csv,14.32576247749114,0.0156349083149493,0.1281145766228743
prediction GRU interpolacao-linear - treated bbr esmond data ce-am 07-03-2023_longest_interval.csv.csv,80.92955389452945,0.0903539200324436,0.1206313725743067
prediction bi-LSTM interpolacao-linear - treated bbr esmond data go-se 07-03-2023_longest_interval.csv.csv,13.016169844885631,0.0141677278074489,0.1170702014218486
prediction bi-LSTM interpolacao-linear - treated bbr esmond data ba-go 07-03-2023_longest_interval.csv.csv,19.233221467025796,0.0222483130767268,0.189676689800347
prediction GRU interpolacao-linear - treated bbr esmond data ba-go 07-03-2023_longest_interval.csv.csv,19.51610732227716,0.0225755454690434,0.1924664903913406
